MD ID,Name,prefName,geb,gest,Besch,Typ,Geschlecht,Status,GND
8022,"Jüdische Druckerei, Frankfurt (Oder)","Jüdische Druckerei, Frankfurt (Oder)",,,"Druckerei in Frankfurt (Oder), 17./18. Jh.",kif,,+,
145893,Nikolai Iwanowitsch Bataschew,Nikolai Iwanowitsch Bataschew,,,"Erhielt am 10.01.1944 den Titel ""Held der Sowjetunion"".",piz,male,+,
144907,2. Batterie der 1. Granatwerferabteilung der Roten Armee,2. Batterie der 1. Granatwerferabteilung der Roten Armee,,,Untereinheit der Roten Armee,kio,,+,
30408,"Schiffbauer-, Schiffer- und Fischerverein e.V. 1871 (Speyer)","Schiffbauer-, Schiffer- und Fischerverein e.V. 1871 (Speyer)",,,1871 gegr. und nach wie vor (Stand 2017) existierender Verein in Speyer,kiz,,+,http://d-nb.info/gnd/5249128-6
273386,H. Herwig Waagen- und Maschinenfabrik,H. Herwig Waagen- und Maschinenfabrik,,,Waagen- und Maschinenfabrik in Marl (nachgewiesen 1966),kif,,+,
309858,Stratmann (Pfarrer),Stratmann (Pfarrer) (1878-1973),1878,1973,Pfarrer in Sindorf (Kerpen),piz,male,,
251691,Bilsom AB,Bilsom AB,,,"Bilsom, gegründet 1968, war ebenfalls eine Tochtergesellschaft von Isover, die Gehörschutzprodukte herstellte. Bilsom war später im Besitz von Dalloz Safety und Bacou-Dalloz. Das Unternehmen zog zunächst in die Tschechische Republik und dann nach China um, wo es heute tätig ist. 
(Aus dem Schwedischen übersetzt, Quelle: https://sv.wikipedia.org/wiki/Billesholm)",kif,,+,
301178,"Norpro, Inc.","Norpro, Inc.",,,"Norpro, Inc. ist ein 1973 gegründeter US-amerikanischer Hersteller und Großhändler von hochwertigem Küchen- und Kochzubehör mit Sitz in Everett, Washington. Unter dem Slogan „Quality for the Cook“ bietet das Unternehmen ein breites Sortiment an innovativen, langlebigen Küchenwerkzeugen und Kochutensilien für den professionellen und privaten Gebrauch.",kif,,+,
314319,August zu Stolberg-Wernigerode,August zu Stolberg-Wernigerode (1847-1885),1847,1885,"August Graf zu Stolberg-Wernigerode war der dritte Sohn des Grafen Wilhelm zu Stolberg-Wernigerode (1807-1898) und dessen Gemahlin Elisabeth geb. Gräfin zu Stolberg-Roßla (1817-1896), die zusammen ingesamt 14 Kinder hatten und sich vorwiegend auf den schlesischen Besitzungen der Familie zu Stolberg-Wernigerode aufhielten.",piz,male,+,
133496,William Russel Bedford,William Russel Bedford (1614-1700),1614,1700,"""1th Earl of Bedford"" - gnd, 30.05.2021",piz,,-,https://d-nb.info/gnd/1050419359
70605,Inge Lambert (Fotografin),Inge Lambert (Fotografin),,,Photographin,piz,female,+,
21280,Druckerei W. Buschhardt (Wolmirstedt),Druckerei W. Buschhardt (Wolmirstedt),,,"Inhaber Friedrich Wilhelm Buschhardt.
Gegründet 1850.
Gibt ab dem 21.04.1855 den ""Allgemeinen Anzeiger"" heraus.
Firma trägt später den Namen ""Adolf Grenzau"".",kif,,+,
327820,Girolamo Carattoni,Girolamo Carattoni (1757-1809),1757,1809,"Girolamo Carattoni (* 1749 oder 1757/60, † 1809 in Rom) war ein italienischer Kupferstecher.",piz,male,+,
59305,Apolla... (Chersonesos Taurica),Apolla... (Chersonesos Taurica),,,"""Magistrat in Chersonesos Taurica ca. 250 bis 200 v. Chr.
Lit.: W. Leschhorn, Lexikon der Aufschriften auf griechischen Münzen II (2009) 336 (datiert ca. 250-230 v. Chr.)."" - https://ikmk.smb.museum/object?id=18206651, 12.09.2018",piz,,+,
274854,LUNA (Verlag),LUNA (Verlag),,,"Der Verlag ""LUNA"" veröffentlichte um 1900 Ansichtskarten in Berlin, darunter auch spezielle ""Leucht-Post-Karten"".",kif,,+,
184485,Georg Bail,Georg Bail,,,Offizier (1930 Hauptmann a.D.),piz,male,+,
240830,Johann Gottreich Wild,Johann Gottreich Wild,,,Kirchenmusiker (1792),piz,male,+,
72249,Keramikmanufaktur Marieberg (Schweden),Keramikmanufaktur Marieberg (Schweden),,,"Gründung 1758 durch Johann Eberhard Ludwig Ehrenreich, der hier von 1758 bis zu seinem Fortgang 1766 nach Stralsund zu dortigen Fayencemanufaktur wirkte. Die schwedische Manufaktur auf der Stockholmer Insel Kungsholmen stellte während ihres Bestehens von 1758/1759 bis 1788 Weich- und Hartporzellan, Fayence sowie Steingut her.
(Text: Ulrich Linnemann)",kif,,+,
343256,Philjon-Verlag,Philjon-Verlag,,,Selbstverlag des Künstlers Edgar Bruker mit Sitz in Konstanz (nachgewiesen 2002),kif,,+,
331549,Boguslaw Jolles,Boguslaw Jolles,,,Grafiksammler,piz,,+,
270165,Elmar Oestreicher,Elmar Oestreicher,,,"Priv.-Doz. Dr. med. Elmar Oestreicher, Facharzt für Hals-, Nasen- und Ohrenheilkunde, Allergologie in Meppen. Promotion Würzburg 1995.",piz,male,+,
213806,Emilie Zöllner,Emilie Zöllner (1828-1924),1828,1924,"Karoline Auguste Emilie, geb. Timm; Ehefrau des Juristen Karl (Carl) Zöllner (1821-1897), lebten in Berlin.",piz,female,+,https://d-nb.info/gnd/1155440404
22399,August Fröbel Jacquardmaschinenfabrik Chemnitz,August Fröbel Jacquardmaschinenfabrik Chemnitz,,,"Textilmaschinenhersteller in Chemnitz, gegründet 1867",kif,,+,
336244,H. Buchholtz Blechwarenfabrik Aubach,H. Buchholtz Blechwarenfabrik Aubach,,,"Hermann Buchholtz führte die Blechwarenfabrik Aubach (Niederbieber, b. Neuwied, Rhein). 1886 datiert der Gründungseintrag des Unternehmens. Die Firma hielt bereits ab 1890 Deutsche und Schweizer Patente für ihre besondere Laternenkonstruktion. Als Logo wurde ein Engel mit Trompete verwendet. Die Blechwarenfabrik Aubach Herm. Buchholtz KG existierte bis kurz vor die Jahrtausendwende. Am 10. 8. 1999 erlosch die Firma nach Liquidation.",kiz,,+,https://d-nb.info/gnd/2089419-3
