MD ID,Name,prefName,geb,gest,Besch,Typ,Geschlecht,Status,GND
4013,Heinrich August Piltz GmbH (Bitterfeld),Heinrich August Piltz GmbH (Bitterfeld),,,"Tonröhrenfabrik

""Der VEB Steinzeugwerke Bitterfeld wurde 1953 aus den alteingesessenen Betrieben C. Kelsch und Heinrich August Piltz gebildet, deren Besitzer im gleichen Jahr nach Westdeutschland übersiedelten. Zum 1. Januar 1959 erfolgte eine Umwandlung der Steinzeugwerke Bitterfeld in den VEB Baustoffkombinat Bitterfeld, dem drei Steinzeugfabriken, mehrere Ziegeleien und Kiesgruben angehörten. Der VEB Baustoffkombinat Bitterfeld ging 1968 in den VEB Steinzeugwerk Bad Schmiedeberg über. Die Bitterfelder Betriebsteile wurden nach und nach geschlossen. Nach der Deutschen Wiedervereinigung im Jahre 1990 endete mit der Schließung des Betriebsteils Piltz die 130-jährige Tradition der Bitterfelder Steinzeugproduktion, die vor dem Zweiten Weltkrieg eine der bedeutendsten im Deutschen Reich war."" - (Wikipedia (de) 10.08.2021)",kif,,+,
298828,Johannes Unold,Johannes Unold (1860-1935),1860,1935,"Pädagoge, Mitglied des 1906 gegründeten Deutschen Monistenbundes und zeitweise dessen Vorsitzender (GND 02.02.2026)",piz,male,+,https://d-nb.info/gnd/117310247
24446,Kunstmühle Voigtstedt,Kunstmühle Voigtstedt,,,"Wassermühle in Voigtstedt, belegt um 1913",kif,,+,
232114,Brauerei Frenzel,Brauerei Frenzel,,,Der Braubetrieb in der Brauerei Frenzel in Luckau wurde um 1944 eingestellt.,kif,,+,
260927,Reinhold Strobel,Reinhold Strobel (1833-1876),1833,1876,"Strobel, Karl August Reinhold, * 3. Oktober 1833 in Untertriebel, † 25. Juli 1876
Pfarrstellen: 1858 3. Stelle (2. Diakon) in Oelsnitz, 1865 Pfarrer in Hainewalde
Eltern; Vater: Strobel, Heinrich Wilhelm",piz,male,+,
232930,C. Kerkow Brauerei,C. Kerkow Brauerei,,,Die C. Kerkow Brauerei in Luckau wurde um 1920 geschlossen.,kif,,+,
302241,Stanislaus Rücker,Stanislaus Rücker (1649-1734),1649,1734,"Ratsherr, Königlich preußischer Akzisedirektor und Deputierter des Armendirektoriums in Berlin, geb. 17. 12. 1649 Gühren in Schlesien, gest. 14. 4. 1734 (Berlin).",piz,male,+,
203570,Verlag Heinrich Scheffler,Verlag Heinrich Scheffler,,,"""Gründung: 24.10.1949. 1970 in Liquidation. Mit Wirkung vom 1.1.1970 wird der Verlag Heinrich Scheffler mit dem Societäts-Verlag (Frankfurter Societäts-Druckerei GmbH)zusammengelegt."" - gnd, 08.08.2022",kif,,+,https://d-nb.info/gnd/1042358079
7862,Heinz A. Böhm,Heinz A. Böhm (1947-2020),1947,2020,"Heinz A. Böhm war ein deutscher Maler.

""Der in Unterfranken weithin bekannte Künstler Heinz. A. Böhm (1947-2020) war nach seinem Studium an der Fachhochschule für Gestaltung in Nürnberg ursprünglich als Grafiker und Werbefachmann in der Frankenmetropole und im Elsass tätig, bevor er sich 1976 in Schweinfurt als freischaffender Maler und Grafiker selbständig machte. Obwohl sein Oeuvre ein breites Spektrum umfasst, sind es vor allem seine Karikaturen, die man mit seinem Namen verbindet. Seine humorvollen und treffsicheren Sticheleien hat er mit feinstem Pinselstrich aufs Papier gebracht. Böhm war zeitlebens ein guter Beobachter und blieb stets auf Distanz, um die wesentlichen Dinge zu sehen."" (https://www.kunstverein-schweinfurt.de/ausstellungen/ausstellung-zu-heinz-a-boehm/, abgerufen 31.12.2023)",piz,male,+,http://d-nb.info/gnd/1019102403
330384,Carla Rhode,Carla Rhode (1940-),1940,,"Theaterkritikerin, Theaterwissenschaftlerin",piz,female,+,https://d-nb.info/gnd/1145506682
