MD ID,Name,prefName,geb,gest,Besch,Typ,Geschlecht,Status,GND
323908,Kriterion Verlag,Kriterion Verlag,,,Ein ehemals in Bukarest angesiedelter Verlag.,kif,,+,
232479,Carl Schwalbach,Carl Schwalbach (1879-1915),1879,1915,Leipziger Numismatiker,piz,male,+,https://d-nb.info/gnd/127970347
249007,Neudammer Hutfabriken AG,Neudammer Hutfabriken AG,,,"Firma zur Herstellung von Hüten

""Herrenhüte aus Haar und Wolle, Damenstumpen und Capelines aus Haar und Wolle, RAD.-Mützen und Hüte. Gegründet am 17.6.1921 - eingetragen 4.7.1921. Hervorgegangen aus dem ursprünglich unter den Firmen Fritz Schwartzkopf & Co. und F. & E. Jahn von den Mitgründern Hugo Endler und Fritz Schwartzkopf jr. in offener Handelsgesellschaft betriebenen Hutfabrikationsgeschäft."" (Quelle: www.pentenrieder.com, aufgerufen 11.11.2023)",kif,,+,
314304,Franz Keggenhoff,Franz Keggenhoff,,,"Franz Keggenhoff arbeitet seit 1980 als Lehrbeauftragter für das Deutsche Rote Kreuz. Er ist Autor mehrerer Standardwerke zum Thema Erste Hilfe und Dozent an der Akademie für Ärztliche Fortbildung der Ärztekammer Westfalen-Lippe sowie an der Rettungsschule des DRK-Landesverbandes Westfalen-Lippe e.V.

https://www.penguin.de/autoren/franz-keggenhoff/107505",piz,male,+,https://d-nb.info/gnd/114832021
260837,Paul Hawkins Jr.,Paul Hawkins Jr. (1928-2020),1928,2020,"Paul Hawkins Jr. diente nach 1945 elf Jahre bei der US-amerikanischen Luftwaffe und anschließend 15 Jahre bei der West Virginia Army National Guard. Danach erhielt er eine Professur an der University of West Virginia. 
Hawkins diente während der Berliner Luftbrücke als Radar-Techniker im Rang eines Master Sergeant auf dem Flugplatz Berlin-Tempelhof. Hawkins lernte während der Luftbrücke Eva Zarnott, die aus einer pommerschen Flüchtlingsfamilie stammte, kennen und heiratete sie. Die lebten bis an sein Lebensende zusammen.",piz,male,+,
49497,Fotoatelier Thiele (Teplitz),Fotoatelier Thiele (Teplitz),,,"Fotoatelier in
- Teplitz
- Saaz (Žatec)",kif,,+,
219416,Otto Woltersdorf,Otto Woltersdorf,,,"Klavierhersteller aus Berlin in der ersten Hälfte des 20. Jahrhunderts
https://www.lieveverbeeck.eu/Pianoforte-makers_Germany_w.htm

Werbung ders Klavierherstellers Otto Woltersdorf im BerlinerAdressbuch von 1924:
https://digital.zlb.de/viewer/image/34115495_1924/3980/",kif,,+,
142756,John Lloyd (Münzherr),John Lloyd (Münzherr),,,"""Ausgabe von Marken 1811 in Haverfordwest, Pembrokeshire (Wales) gemeinsam mit J. Phillips, W. Phillips, Thomas & Phillips und David Jardine.

Lit.: R. Dalton, The Silver Token-Coinage mainly issued between 1811 and 1812 (1922) 55 Nr. 1; W. J. Davis, The Nineteenth Century Token coinage of Great Britain Ireland the Channel Islands and the Isle of Man to which are added Tokens over one Penny value of any period (1904/Nachdruck 1969) 198 Nr. 1; Waters, Notes on the Silver Tokens of the Nineteenth Century (1957) 18 unter Haverfordwest; P. und B. R. Withers, The Token Book. British Tokens of the 17th 18th and 19th centuries and their values (2010) 424 Nr. 1."" - https://ikmk.smb.museum/ndp/person/11308, 21.11.2020",piz,male,+,
113790,August Wulkow (Schuhmacher),August Wulkow (Schuhmacher),,,August Wulkow (* ? in ? - † ?) war Ende des 19. und Anfang des 20. Jahrhunderts Schuhmachermeister in Bitterfeld. Er hatte ein Geschäft in der Kirchstraße. Wulkow war Mitglied der Schöbe'schen Kantorei in Bitterfeld.,piz,male,+,
312561,Ludwig Walk (Zinngießerei & Porzellanmalerei),Ludwig Walk (Zinngießerei & Porzellanmalerei),,,"Die Münchener Zinngießerei und Porzellanmalerei Ludwig Walk (bzw. Ludwig Walk Nachfolger) war von 1885 bis 1906 in München nacheinander in der Gabelsbergerstraße 44 & 46, Heßstraße 90, Dachauerstraße 74 und der Schleißheimerstraße 70 ansässig. 1899 wurde der Betrieb von den Nachfolgern Ludwig Walks übernommen, sie verlegten den Firmensitz 1899 in die Heßstraße 90 und 1900 in die Dachauerstraße 74.

Quelle: https://www.steinmarks.co.uk/page?id=282",kif,,+,
52646,Luftschiffbau Zeppelin GmbH,Luftschiffbau Zeppelin GmbH,,,"Die Luftschiffbau Zeppelin GmbH wurde 1908 von Ferdinand Graf von Zeppelin gegründet. Der Geschäftszweck lag zunächst im Bau von Zeppelin-Luftschiffen. Heute ist der LZ ein international agierender Konzern, dessen Schwerpunkte im Handel und der Vermietung von Baumaschinen, der Entwicklung und Herstellung von Antriebs- und Energiesystemen sowie im Anlagenbau liegt.",kif,,+,
157204,Stadt Greifswald,Stadt Greifswald,,,Stadt Greifswald,kio,,+,
103763,Societas Internationalis Odonatologica S.I.O.,Societas Internationalis Odonatologica S.I.O.,,,"Societas Internationalis Odonatologica S.I.O., Utrecht",kiz,,+,
10612,Fotoatelier Gustav Schüler,Fotoatelier Gustav Schüler,,,"Fotoatelier
- Magdeburg, Berliner Str. 9
- Magdeburg, Victoriastr. 1",kif,,+,
205287,"Rumpler-Werke, Berlin","Rumpler-Werke, Berlin",,,"Unternehmen der Luftfahrtindustrie, das von 1908-1919 bestand.",kif,,+,https://d-nb.info/gnd/3043368-X
5532,Brunhild Jaeger,Brunhild Jaeger (1937-),1937,,Generaldirektorin der VEB Filmfabrik Wolfen (1975 bis 1990),piz,female,+,http://d-nb.info/gnd/113552076
201362,Schroeder & Cie. Zürich,Schroeder & Cie. Zürich,,,"""Die Firma «Schroeder & Cie.», die aus einem Fotounternehmen mit Druckerei und Verlag bestand, fusionierte 1895 mit der «Photochrom & Co.» zur Aktiengesellschaft «Photoglob & Co.»"" - https://www.foto-ch.ch/?a=fotograph&id=20825&lang=de, 14.04.2022",kif,,+,
2682,VEB Gerätewerk Karl-Marx-Stadt,VEB Gerätewerk Karl-Marx-Stadt,,,"Die Fa. Gebr. Langer, Schrauben- und Mutternfabrik, Chemnitz, wurde am 10. November 1894 im Handelsregister (Blatt 3981) eingetragen und ab 30. Dezember 1943 als Kommanditgesellschaft geführt. Nach Beschlagnahme, Treuhandverwaltung und Demontage der Firma durch die SMAD erfolgte 1948 die Enteignung und 1951 die Überführung in Volkseigentum. Am 29. September 1952 wurde der Antrag auf Eintragung des VEB RFT Gerätewerk Chemnitz in das Handelsregister der volkseigenen Wirtschaft gestellt. Gegenstand des Unternehmens waren die Herstellung und der Vertrieb elektrischer Geräte. Vom 1. Januar 1970 bis 31. Dezember 1978 war der VEB ein Betrieb des VEB Kombinat Messgerätewerk Zwönitz. Rechtsnachfolger des Kombinates wurde ab 1. Januar 1979 der VEB Kombinat Nachrichtenelektronik Leipzig. Am 31. Dezember 1981 verlor der VEB Gerätewerk Karl-Marx-Stadt seine juristische Selbstständigkeit. Der Betrieb blieb bis 1990 ein Betriebsteil des VEB Messgerätewerk Zwönitz. 1990 wurde der Betrieb aus dem Messgerätewerk Zwönitz als Gerätewerk GmbH, Chemnitz (HRB 846) ausgegliedert. Die Gesellschaft ging zum 1. September 1993 in Liquidation und wurde abgewickelt.
Bis 2021 trug der Bestand den Namen: VEB Gerätewerk Karl-Marx-Stadt und Vorgänger.",kif,,+,
152993,Charlotte Weinreich,Charlotte Weinreich (1921-),1921,,"Geboren am 20.01.1921 in Wolmirstedt
Gesetzlicher Vertreter, Mutter: Else Weinreich, geborene Altmann (geboren am 16. Juni 1898 in Wolmirstedt)
1935 Beginn Ausbildung zur Damenschneiderin bei Elisabeth Finke in Wolmirstedt.",piz,female,+,
67535,Mayen Würdig-Beckmann,Mayen Würdig-Beckmann,,,"Kuratorin, Kunsthistorikerin - Ekelin von Max Beckmann",piz,female,+,https://d-nb.info/gnd/116106662
3302,Olaf Schneider (Walknochensammler),Olaf Schneider (Walknochensammler),,,Sammelte Walknochen,piz,male,+,
18,Paul Otto (Schumacher),Paul Otto (Schumacher),,,"Schuhmacher in Hertha (Sachsen), 20. Jh.",piz,male,+,
278174,Bonnefous (Colonel),Bonnefous (Colonel),,,"Kommandant der französischen Streitkräfte in Berlin, 01.05.1954-31.12.1955",piz,male,+,
342004,Werner Peschke,Werner Peschke,,,"Dr. phil., Historiker, 1937 Promotion an der Universität Beriin über das ""Das Mühlenwesen der Mark Brandenburg. Von den Anfängen der Mark bis um 1600""",piz,male,+,
206478,Robert Adametz (Fischer),Robert Adametz (Fischer),,,Herr Adametz ist ein Fischer aus Oderberg gewesen. In der dazugehörigen Fischergemeinde war er Kassenführer von 1940 bis ca. 1960.,piz,male,+,
206320,"Rheinland-Pfalz. Ministerium für Wissenschaft, Weiterbildung und Kultur","Rheinland-Pfalz. Ministerium für Wissenschaft, Weiterbildung und Kultur",,,"vor 2016: Rheinland-Pfalz. Ministerium für Bildung, Wissenschaft, Weiterbildung und Kultur",kio,,+,https://d-nb.info/gnd/1102277940
131809,Johann Friedrich Wilhelm Kieser,Johann Friedrich Wilhelm Kieser (1783-1858),1783,1858,Johann Friedrich Wilhelm Kieser war ein deutscher Mathematiker und Rektor der Realanstalt in Stuttgart. (leo-bw.de 02.09.2020),piz,male,+,https://d-nb.info/gnd/116169451
54124,Johannes Stauda-Verlag,Johannes Stauda-Verlag,,,Verlag in Kassel,kif,,+,
