MD ID,Name,prefName,geb,gest,Besch,Typ,Geschlecht,Status,GND
40993,Elfriede Schleusener,Elfriede Schleusener (1914-),1914,,"Elfriede Schleusener, verh. Wegerle, Tochter von Georg und Minna Schleusener, wohnhaft in der Diakonatstraße 24 in Templin",piz,female,+,
209428,Johannes Schäfer (Bildhauer),Johannes Schäfer (Bildhauer) (1830-1862),1830,1862,"Hautboist, Bildhauer",piz,male,+,
24186,Schöttler (Mühlenbesitzerin),Schöttler (Mühlenbesitzerin),,,"1910 belegt als Besitzerin einer Wassermühle in Sielen bei Hümme, Witwe",piz,,+,
24726,Hermann Rohrbeck (Fotograf),Hermann Rohrbeck (Fotograf),,,Fotograf mit Fotoatelier in Jüterbog und Filiale in Treuenbrietzen (Ende 19./1. H. 20. Jh.),piz,male,+,
146784,Moewig-Verlag (München),Moewig-Verlag (München),,,Verlag in München,piz,,+,
212593,Leopold Schlesinger (Verlag),Leopold Schlesinger (Verlag),,,"Berliner Verlag, tätig ab 1847",kif,,+,https://d-nb.info/gnd/1073007715
212565,Hans-Dieter Gebauer (Fotograf),Hans-Dieter Gebauer (Fotograf),,,ein Fotograf aus Berlin,piz,male,+,
3449,Militärverein 36. Infanterie Regiment Weißenfels,Militärverein 36. Infanterie Regiment Weißenfels,,,Der Verein wurde 1889 gegründet. Das Regiment erhielt 1820 seinen Namen und ging aus dem Füsilier Regiment Generalfeldmarschall Graf Blumenthal (Magdeburgisches) hervor.,kiz,,+,
205316,Fotoatelier Walter Grahlke,Fotoatelier Walter Grahlke,,,"Fotoatelier in
- Wunstorf, Langenstr. 51",kif,,+,
335918,Jazzkeller Tübingen,Jazzkeller Tübingen,,,"Der Tübinger Jazzkeller war eine Bar sowie ein Musikclub und Veranstaltungsort in der Haaggasse 15/2 in Tübingen. Er geht auf den ""Jazz im Hot-Club"" zurück, den junge Jazzmusiker am 7. September 1959 eröffneten. Er wurde im Oktober 2017 umgestaltet und nannte sich danach Escape Club.",kif,,+,
328356,Scheid Motorsport,Scheid Motorsport,,,"Rennteam aus Kottenborn in der Eifel, Scheid Motorsport war 50 Jahre aktiv in Rennen auf dem Nürburgring beteiligt.",siu,,,
262290,Brauerei Bauriedl,Brauerei Bauriedl,,,"Die Brauerei Bauriedl in Eslarn, nachgewiesen um 1970, ist auch 2024 noch ein aktiver Betrieb für die Herstellung von Bier.",kif,,+,
17267,Linke-Hofmann-Werke AG,Linke-Hofmann-Werke AG,,,"Maschinenbauunternehmen in Breslau
geht zurück auf die 1839 von Gottfried Linke gegr. Wagenbauanstalt Gottfried Linke,
ab Febr. 1867 G. Linkes Söhne, Waggonfabrik, Breslau
nach 1871 Umwandlung in Kapitalgesellschaft
1897 Umwandlung zur Breslauer Aktiengesellschaft für Eisenbahnwagenbau
1906 Breslauer Aktiengesellschaft für Eisenbahnwagenbau und Maschinenbauanstalt, Breslau.
1912 Zusammenschluss mit der Waggonfabrik Gebr. Hofmann & Co. Aktiengesellschaft, Breslau, neue Bezeichnung: Linke-Hofmann-Werke mit dem Zusatz: Breslauer Aktiengesellschaft für Eisenbahnwagen, Lokomotiv- und Maschinenbau.",kif,,+,http://d-nb.info/gnd/5058345-1
278507,Sächsischer Altertumsverein,Sächsischer Altertumsverein,,,"Der Sächsische Altertumsverein wurde 1825 durch König Friedrich August gestiftet und am 3. März 1837 offiziell bestätigt. Der Verein war eng mit dem Dresdner Liederkreis verbunden. Seine Gründung ging auf einen Vorschlag von Carl August Böttiger zurück, den dieser bereits am 25. Oktober 1819 in der Dresdner Abendzeitung verfasst hatte. Unterstützung erhielt Böttiger v. a. von Johann Gottlob von Quandt sowie Gottlob Adolf Ernst von Nostitz und Jänkendorf, Detlev von Einsiedel, Gustav von Flotow und Ferdinand Hartmann, die zu den Unterzeichnern eines Gesuches an den König gehörten.",kiz,,+,
299980,Hans Dannhorn,Hans Dannhorn (1871-1955),1871,1955,"""Hans Dannhorn (geboren am 5. August 1871 in Seussen; gestorben am 20. Mai 1955) war ein Leipziger Buchbinder, Handvergolder und Lehrer an der Königlichen Akademie für Graphische Künste und Buchgewerbe (heute Hochschule für Grafik und Buchkunst - HGB). 1903–1929 Lehrer für Buchbinden und Ziertechniken an der Akademie für Graphische Künste und Buchgewerbe in Leipzig. 1923 Mitbegründer und bis 1928 Vorsitzender des Bundes „Meister der Einbandkunst“."" - (https://buntpapier.org/hans-dannhorn/, 17.05.2025)",piz,male,+,https://d-nb.info/gnd/138769850
69710,Städtischer Kindergarten Bad Bodendorf,Städtischer Kindergarten Bad Bodendorf,,,1964 von der Gemeinde Bodendorf gegründeter Kindergarten wurde bei der Eingemeindung zum städtischen Kindergarten von Sinzig.,kio,,+,
18422,Teichmann und Co. Thee-Import-Haus Breslau,Teichmann und Co. Thee-Import-Haus Breslau,,,Handelshaus in Breslau,kif,,+,
335088,Hans-Joachim Finke (Schauspieler),Hans-Joachim Finke (Schauspieler) (1935-),1935,,"Hans-Joachim Finke wurde am 22 März 1935 geboren. Er ist Schauspieler und studierte 1953-1956 an der Staatlichen Schauspielschule Berlin, heute Hochschule für Schauspielkunst ""Ernst Busch"" Berlin. 
(Quelle: https://www.imdb.com/de/name/nm1148683/bio/?ref_=nm_ov_bio_sm (Stand: 22.09.2025)) 

GND: 1327644444",piz,male,+,
75149,Nikolai Agafnof,Nikolai Agafnof,,,"Nikolai Agafnof, geboren um 1870 in der Nähe von Kaluga, war ein russischer Maler, der während des Ersten Weltkriegs im Kriegsgefangenenlager Parchim interniert war.",piz,male,+,
182939,Denise Steger,Denise Steger,,,"Malerin, Choregraphin in Linz am Rhein",piz,female,+,http://d-nb.info/gnd/136519369
191866,Giacomo Balducci,Giacomo Balducci,,,"""Balducci, Giacomo
Münzmeister im Vatikan (Rom) unter Clemens VII. (1523-1534) und Paul III. (1534-1549).
Münzzeichen zwei gekreuzte Arme.
Lit.: F. Muntoni, Le Monete dei Papi e degli stati pontifici I (1972) 3* Nr. 44."" - https://ikmk.smb.museum/ndp/person/10785, 07.05.2022",piz,male,+,https://d-nb.info/gnd/1157738885
30217,Karl Koal,Karl Koal (1960-),1960,,"Kahnbauer in Lehde, Urgroßenkel von Carl Richter",piz,male,+,
